案例名,平均FPS,最低FPS,90%FPS大于(>=40FPS),流畅度,私有提交内存峰值<=8GB,显存峰值,平均CPU占用,最大CPU占用,平均GPU占用,最大GPU占用,平均Draw Call,最大Draw Call,平均三角面数(千),最大三角面数(千),平均上传(KB/s),上传峰值(KB/s),平均下载(KB/s),下载峰值(KB/s),性能报告地址
﻿大地图72人,46.70,13.94,39.21,98.43,16826.79,7765.65,31.35,42.58,47.02,100.00,2352.32,3629.00,9.927554E+03,2.1366104E+04,5.99,13.19,21.00,51.79,http://perfeye.console.testplus.cn/case/636a0ce9e6b1de7fc75c4566/report
